Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Brine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Deuterium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tritium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid D-T Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Coralium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Antimatter
aeadditions:pattern.fluid:0, ME Fluid Pattern: Quicksand
aeadditions:pattern.fluid:0, ME Fluid Pattern: Honey
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blood
aeadditions:pattern.fluid:0, ME Fluid Pattern: Poison
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hot Spring Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Springwater
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oil (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Residue (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Residue (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Residue (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquifacted Coal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crude Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refined Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sap
aeadditions:pattern.fluid:0, ME Fluid Pattern: Syrup
aeadditions:pattern.fluid:0, ME Fluid Pattern: Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tree Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seed Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biocrude
aeadditions:pattern.fluid:0, ME Fluid Pattern: Grassoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mushroom Stew
aeadditions:pattern.fluid:0, ME Fluid Pattern: Essence of Knowledge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Splash Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lingering Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Destabilized Redstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Energized Glowstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Resonant Ender
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Primal Mana
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blood
aeadditions:pattern.fluid:0, ME Fluid Pattern: Poison
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluided Mana
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oxygen Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bacterial Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methane Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Atmospheric Gases
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Methane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: CO2 Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Argon Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Argon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulphuric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Latex
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sewage
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biofuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pink Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Protein
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lab-Grade Sulfuric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: XP Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crystal Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vampirim Blood
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vampirism Impure Blood
aeadditions:pattern.fluid:0, ME Fluid Pattern: fluid.mb_water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Swamp Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Stagnant Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fog
aeadditions:pattern.fluid:0, ME Fluid Pattern: Shallowbreath
aeadditions:pattern.fluid:0, ME Fluid Pattern: Flux Goo
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Death
aeadditions:pattern.fluid:0, ME Fluid Pattern: Purifying Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Life Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Dirt
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Antimatter
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refined Life Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluid Yellorium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluid Cyanite
aeadditions:pattern.fluid:0, ME Fluid Pattern: fluid.fuelcolumn
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Fiery
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Knightmetal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fiery Essence
aeadditions:terminal.fluid.wireless, item.com.the9grounds.aeadditions.terminal.fluid.wireless.name
aeadditions:storage.component:0, 256k ME Storage Component
aeadditions:storage.component:1, 1024k ME Storage Component
aeadditions:storage.component:2, 4096k ME Storage Component
aeadditions:storage.component:3, 16384k ME Storage Component
aeadditions:storage.component:4, 256k ME Fluid Storage Component
aeadditions:storage.component:5, 1024k ME Fluid Storage Component
aeadditions:storage.component:6, 4096k ME Fluid Storage Component
aeadditions:storage.component:7, 1k ME Gas Storage Component
aeadditions:storage.component:8, 4k ME Gas Storage Component
aeadditions:storage.component:9, 16k ME Gas Storage Component
aeadditions:storage.component:10, 64k ME Gas Storage Component
aeadditions:storage.component:11, 256k ME Gas Storage Component
aeadditions:storage.component:12, 1024k ME Gas Storage Component
aeadditions:storage.component:13, 4096k ME Gas Storage Component
aeadditions:storage.casing:0, Advanced Storage Housing
aeadditions:storage.casing:1, Fluid Storage Housing
aeadditions:storage.casing:2, Gas Storage Housing
aeadditions:fluid.item, item.com.the9grounds.aeadditions.fluid.item.name
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:pattern.crafting, item.com.the9grounds.aeadditions.pattern.crafting.name
aeadditions:terminal.universal.wireless, item.com.the9grounds.aeadditions.terminal.universal.wireless.name
aeadditions:terminal.gas.wireless, item.com.the9grounds.aeadditions.terminal.gas.wireless.name
aeadditions:oc.upgrade:2, ME Upgrade (Tier 1)
aeadditions:oc.upgrade:1, ME Upgrade (Tier 2)
aeadditions:oc.upgrade:0, ME Upgrade (Tier 3)
aeadditions:gas.item, item.com.the9grounds.aeadditions.gas.item.name
aeadditions:certustank, com.the9grounds.aeadditions.block.certustank.name
aeadditions:fluidcrafter, ME Fluid Assembler
aeadditions:fluidfiller, ME Fluid Auto Filler
aeadditions:hardmedrive, Blast resistant ME Drive
aeadditions:vibrantchamberfluid, Fluid Vibration Chamber
aeadditions:gas_interface, ME Gas Interface
betternether:block_eyeball, Eyeball Block
betternether:block_eyeball_small, Small Eyeball Block
betternether:eye_seed, Eye Seed
betternether:netherrack_moss, Nether Moss
betternether:nether_grass, Nether Grass
betternether:nether_reed, Nether Reed
betternether:stalagnate_stem, Stalagnate
betternether:stalagnate_seed, Stalagnate Seed
betternether:stalagnate_bark, Stalagnate Bark
betternether:stalagnate_planks, Stalagnate Planks
betternether:stalagnate_planks_stairs, Stalagnate Stairs
betternether:stalagnate_planks_slab_half:0, Stalagnate Slab
betternether:stalagnate_planks_fence, Stalagnate Fence
betternether:stalagnate_planks_gate, Stalagnate Gate
betternether:stalagnate_planks_button, Stalagnate Button
betternether:stalagnate_planks_plate, Stalagnate Pressure Plate
betternether:reeds_block, Reeds Block
betternether:reeds_stairs, Reeds Stairs
betternether:reeds_slab_half:0, Reeds Slab
betternether:reeds_fence, Reeds Fence
betternether:reeds_gate, Reeds Gate
betternether:reeds_button, Reeds Button
betternether:reeds_plate, Reeds Pressure Plate
betternether:lucis_spore, Lucis Spore
betternether:nether_cactus, Nether Cactus
betternether:wart_seed, Wart Seed
betternether:barrel_cactus, Barrel Cactus
betternether:agave, Agave
betternether:black_bush, Black Bush
betternether:ink_bush_seed, Ink Bush Seed
betternether:smoker, Smoker
betternether:egg_plant, Egg Plant
betternether:black_apple_seed, Black Apple Seed
betternether:magma_flower, Magma flower seed
betternether:nether_mycelium, Nether Mycelium
betternether:orange_mushroom, Orange Mushroom
betternether:red_mold, Red Mold
betternether:gray_mold, Gray Mold
betternether:cincinnasite_ore, Cincinnasite Ore
betternether:cincinnasite_block, Cincinnasite Block
betternether:cincinnasite_forged, Forged Cincinnasite Block
betternether:cincinnasite_pillar, Cincinnasite Pillar
betternether:cincinnasite_bricks, Cincinnasite Bricks
betternether:cincinnasite_brick_plate, Cincinnasite Brick Plate
betternether:cincinnasite_stairs, Cincinnasite Stairs
betternether:cincinnasite_slab_half:0, Cincinnasite Slab
betternether:cincinnasite_button, Cincinnasite Button
betternether:cincinnasite_plate, Cincinnasite Plate
betternether:cincinnasite_lantern, Cincinnasite Lantern
betternether:cincinnasite_tile_large, Large Cincinnasite Tile
betternether:cincinnasite_tile_small, Small Cincinnasite Tile
betternether:cincinnasite_carved, Cincinnasite Carved
betternether:nether_brick_tile_large, Large Nether Brick Tile
betternether:nether_brick_tile_small, Small Nether Brick Tile
betternether:cincinnasite_wall, Cincinnasite Wall
betternether:bone_block, Bone Block
betternether:bone_stairs, Bone Stairs
betternether:bone_slab_half:0, Bone Slab
betternether:bone_button, Bone Button
betternether:bone_plate, Bone Pressure Plate
betternether:cincinnasite_fire_bowl, Cincinnasite Fire Bowl
betternether:bone_wall, Bone Wall
betternether:nether_brick_wall, Nether Brick Wall
betternether:nether_brick_tile_slab_half:0, Small Nether Brick Tile Slab
betternether:nether_brick_tile_stairs, Small Nether Brick Tile Stairs
betternether:bone_mushroom, Bone Mushroom Spores
betternether:reeds_ladder, Reeds Ladder
betternether:cincinnasite_bricks_pillar, Cincinnasite Brick Pillar
betternether:bone_tile, Bone Tile
betternether:cincinnasite_pedestal, Cincinnasite Pedestal
betternether:pig_statue_01, Respawner Statue
betternether:cincinnasite_pot, Cincinnasite Pot
betternether:cincinnasite_frame, Cincinnasite Frame
betternether:quartz_glass, Quartz Glass
betternether:quartz_glass_framed, Framed Quartz Glass
betternether:quartz_stained_glass:0, Quartz Stained Glass White
betternether:quartz_stained_glass:1, Quartz Stained Glass Orange
betternether:quartz_stained_glass:2, Quartz Stained Glass Magenta
betternether:quartz_stained_glass:3, Quartz Stained Glass Light Blue
betternether:quartz_stained_glass:4, Quartz Stained Glass Yellow
betternether:quartz_stained_glass:5, Quartz Stained Glass Lime
betternether:quartz_stained_glass:6, Quartz Stained Glass Pink
betternether:quartz_stained_glass:7, Quartz Stained Glass Gray
betternether:quartz_stained_glass:8, Quartz Stained Glass Silver
betternether:quartz_stained_glass:9, Quartz Stained Glass Cyan
betternether:quartz_stained_glass:10, Quartz Stained Glass Purple
betternether:quartz_stained_glass:11, Quartz Stained Glass Blue
betternether:quartz_stained_glass:12, Quartz Stained Glass Brown
betternether:quartz_stained_glass:13, Quartz Stained Glass Green
betternether:quartz_stained_glass:14, Quartz Stained Glass Red
betternether:quartz_stained_glass:15, Quartz Stained Glass Black
betternether:cincinnasite_bars, Cincinnasite Bars
betternether:quartz_glass_pane, Quartz Glass Pane
betternether:quartz_glass_framed_pane, Framed Quartz Glass Pane
betternether:cincinnasite_forge, Cincinnasite Forge
betternether:netherrack_furnace, Netherrack Furnace
betternether:bone_reed_door, Bone-Reed Door
betternether:bone_cincinnasite_door, Bone-Cincinnasite Door
betternether:quartz_stained_glass_framed:0, Framed Quartz Stained Glass White
betternether:quartz_stained_glass_framed:1, Framed Quartz Stained Glass Orange
betternether:quartz_stained_glass_framed:2, Framed Quartz Stained Glass Magenta
betternether:quartz_stained_glass_framed:3, Framed Quartz Stained Glass Light Blue
betternether:quartz_stained_glass_framed:4, Framed Quartz Stained Glass Yellow
betternether:quartz_stained_glass_framed:5, Framed Quartz Stained Glass Lime
betternether:quartz_stained_glass_framed:6, Framed Quartz Stained Glass Pink
betternether:quartz_stained_glass_framed:7, Framed Quartz Stained Glass Gray
betternether:quartz_stained_glass_framed:8, Framed Quartz Stained Glass Silver
betternether:quartz_stained_glass_framed:9, Framed Quartz Stained Glass Cyan
betternether:quartz_stained_glass_framed:10, Framed Quartz Stained Glass Purple
betternether:quartz_stained_glass_framed:11, Framed Quartz Stained Glass Blue
betternether:quartz_stained_glass_framed:12, Framed Quartz Stained Glass Brown
betternether:quartz_stained_glass_framed:13, Framed Quartz Stained Glass Green
betternether:quartz_stained_glass_framed:14, Framed Quartz Stained Glass Red
betternether:quartz_stained_glass_framed:15, Framed Quartz Stained Glass Black
betternether:chest_of_drawers, tile.chest_of_drawers.name
betternether:black_apple, Black Apple
betternether:cincinnasite, Cincinnasite
betternether:cincinnasite_pickaxe, Cincinnasite Pickaxe
betternether:cincinnasite_pickaxe_diamond, Cincinnasite-Diamond Pickaxe
betternether:stalagnate_bowl, Stalagnate Bowl
betternether:stalagnate_bowl_wart, Wart Soup
betternether:stalagnate_bowl_mushroom, Mushroom Stew
betternether:stalagnate_bowl_apple, Black Apple
betternether:cincinnasite_axe, Cincinnasite Axe
betternether:cincinnasite_axe_diamond, Cincinnasite-Diamond Axe
biomesoplenty:grass:0, Spectral Moss
biomesoplenty:grass:1, Overgrown Stone
biomesoplenty:grass:2, Loamy Grass Block
biomesoplenty:grass:3, Sandy Grass Block
biomesoplenty:grass:4, Silty Grass Block
biomesoplenty:grass:5, Origin Grass Block
biomesoplenty:grass:6, Overgrown Netherrack
biomesoplenty:grass:7, Flowering Grass Block
biomesoplenty:grass:8, Mycelial Netherrack
biomesoplenty:dirt:8, Coarse Loamy Dirt
biomesoplenty:dirt:0, Loamy Dirt
biomesoplenty:dirt:9, Coarse Sandy Dirt
biomesoplenty:dirt:1, Sandy Dirt
biomesoplenty:dirt:10, Coarse Silty Dirt
biomesoplenty:dirt:2, Silty Dirt
biomesoplenty:grass_path:0, Loamy Grass Path
biomesoplenty:grass_path:1, Sandy Grass Path
biomesoplenty:grass_path:2, Silty Grass Path
biomesoplenty:farmland_0:0, Loamy Farmland
biomesoplenty:farmland_0:1, Sandy Farmland
biomesoplenty:farmland_1:0, Silty Farmland
biomesoplenty:white_sand:0, White Sand
biomesoplenty:white_sandstone:0, White Sandstone
biomesoplenty:white_sandstone:1, Chiseled White Sandstone
biomesoplenty:white_sandstone:2, Smooth White Sandstone
biomesoplenty:white_sandstone_stairs:0, White Sandstone Stairs
biomesoplenty:dried_sand:0, Dried sand
biomesoplenty:hard_ice:0, Hardened Ice
biomesoplenty:ash_block:0, Ash Block
biomesoplenty:mud:0, Mud
biomesoplenty:flesh:0, Flesh
biomesoplenty:crystal:0, Celestial Crystal
biomesoplenty:biome_block:0, Biome Essence Ore
biomesoplenty:gem_ore:0, Ender Amethyst Ore
biomesoplenty:gem_ore:1, Ruby Ore
biomesoplenty:gem_ore:2, Peridot Ore
biomesoplenty:gem_ore:3, Topaz Ore
biomesoplenty:gem_ore:4, Tanzanite Ore
biomesoplenty:gem_ore:5, Malachite Ore
biomesoplenty:gem_ore:6, Sapphire Ore
biomesoplenty:gem_ore:7, Amber Ore
biomesoplenty:gem_block:0, Block of Amethyst
biomesoplenty:gem_block:1, Block of Ruby
biomesoplenty:gem_block:2, Block of Peridot
biomesoplenty:gem_block:3, Block of Topaz
